chat_row,text_message,cleaned_text,workout_related_words,diet_related_words
753,I good my gluten-free session today! It really made a difference in my strength!,"['i', 'good', 'my', 'gluten-free', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'strength', '!']",1,1
754,I excellent my calories session today!,"['i', 'excellent', 'my', 'calories', 'session', 'today', '!']",0,1
755,I positive my healthy lifestyle session today!,"['i', 'positive', 'my', 'healthy', 'lifestyle', 'session', 'today', '!']",0,0
756,Today was the horrible day for my gluten-free. I feel so negative about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'gluten-free', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",0,1
757,Today was the horrible day for my health. I feel so sad about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'health', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",1,0
758,I great my calories session today! It really made a difference in my performance!,"['i', 'great', 'my', 'calories', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'performance', '!']",1,1
759,Today was the sad day for my antioxidants. I feel so hate about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'antioxidants', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",0,1
760,I fantastic my weightlifting session today!,"['i', 'fantastic', 'my', 'weightlifting', 'session', 'today', '!']",1,0
761,Today was the bad day for my Mediterranean diet. I feel so negative about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'mediterranean', 'diet', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",0,1
762,I good my fats session today!,"['i', 'good', 'my', 'fats', 'session', 'today', '!']",0,1
763,Today was the poor day for my push-up. I feel so hate about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'push-up', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",1,0
764,I positive my push-up session today! It really made a difference in my muscle gain!,"['i', 'positive', 'my', 'push-up', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'muscle', 'gain', '!']",2,0
765,I excellent my fitness session today!,"['i', 'excellent', 'my', 'fitness', 'session', 'today', '!']",1,0
766,I love my minerals session today!,"['i', 'love', 'my', 'minerals', 'session', 'today', '!']",0,1
767,I amazing my dietary restrictions session today! It really made a difference in my weight loss!,"['i', 'amazing', 'my', 'dietary', 'restrictions', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'weight', 'loss', '!']",0,0
768,Today was the hate day for my vitamins. I feel so bad about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'vitamins', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",0,1
769,Today was the poor day for my workout. I feel so horrible about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'workout', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",1,0
770,I good my plank session today! It really made a difference in my active lifestyle!,"['i', 'good', 'my', 'plank', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'active', 'lifestyle', '!']",1,0
771,I happy my meal prep session today! It really made a difference in my health!,"['i', 'happy', 'my', 'meal', 'prep', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'health', '!']",1,0
772,I positive my exercise session today!,"['i', 'positive', 'my', 'exercise', 'session', 'today', '!']",1,0
773,Today was the negative day for my detox. I feel so sad about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'detox', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",0,1
774,I good my low-carb session today! It really made a difference in my wellness!,"['i', 'good', 'my', 'low-carb', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'wellness', '!']",1,1
775,Today was the sad day for my gym. I feel so horrible about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'gym', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",1,0
776,I love my core session today!,"['i', 'love', 'my', 'core', 'session', 'today', '!']",1,0
777,I great my whole foods session today! It really made a difference in my cardiovascular!,"['i', 'great', 'my', 'whole', 'foods', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'cardiovascular', '!']",1,0
778,I great my core session today!,"['i', 'great', 'my', 'core', 'session', 'today', '!']",1,0
779,Today was the poor day for my hiit. I feel so worst about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'hiit', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",1,0
780,Today was the disappointing day for my healthy lifestyle. I feel so negative about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'healthy', 'lifestyle', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",0,0
781,I good my recovery session today!,"['i', 'good', 'my', 'recovery', 'session', 'today', '!']",1,0
782,I good my stretching session today!,"['i', 'good', 'my', 'stretching', 'session', 'today', '!']",1,0
783,I positive my cardio session today!,"['i', 'positive', 'my', 'cardio', 'session', 'today', '!']",1,0
784,I great my nutrition session today! It really made a difference in my push-up!,"['i', 'great', 'my', 'nutrition', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'push-up', '!']",1,1
785,Today was the disappointing day for my hydration. I feel so horrible about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'hydration', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,1
786,Today was the disappointing day for my cycling. I feel so negative about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'cycling', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",1,0
787,Today was the disappointing day for my gym. I feel so disappointing about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'gym', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",1,0
788,I amazing my resistance training session today! It really made a difference in my exercise!,"['i', 'amazing', 'my', 'resistance', 'training', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'exercise', '!']",2,0
789,Today was the bad day for my sugar-free. I feel so worst about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'sugar-free', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",0,1
790,Today was the worst day for my dietary restrictions. I feel so sad about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'dietary', 'restrictions', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",0,0
791,I great my water intake session today! It really made a difference in my muscle!,"['i', 'great', 'my', 'water', 'intake', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'muscle', '!']",1,0
792,I fantastic my fitness goals session today!,"['i', 'fantastic', 'my', 'fitness', 'goals', 'session', 'today', '!']",1,0
793,Today was the worst day for my healthy snacks. I feel so bad about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'healthy', 'snacks', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",0,0
794,Today was the poor day for my training. I feel so bad about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'training', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",1,0
795,Today was the sad day for my macronutrients. I feel so negative about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'macronutrients', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",0,1
796,I amazing my calisthenics session today!,"['i', 'amazing', 'my', 'calisthenics', 'session', 'today', '!']",1,0
797,I positive my wellness session today! It really made a difference in my training!,"['i', 'positive', 'my', 'wellness', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'training', '!']",2,0
798,I positive my cycling session today!,"['i', 'positive', 'my', 'cycling', 'session', 'today', '!']",1,0
799,I happy my recovery session today!,"['i', 'happy', 'my', 'recovery', 'session', 'today', '!']",1,0
800,Today was the worst day for my organic. I feel so bad about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'organic', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",0,1
801,I great my resistance training session today!,"['i', 'great', 'my', 'resistance', 'training', 'session', 'today', '!']",1,0
802,I positive my fats session today!,"['i', 'positive', 'my', 'fats', 'session', 'today', '!']",0,1
803,I happy my nutrient-dense session today! It really made a difference in my squat!,"['i', 'happy', 'my', 'nutrient-dense', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'squat', '!']",1,1
804,Today was the hate day for my sports. I feel so horrible about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'sports', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",1,0
805,Today was the poor day for my calorie deficit. I feel so sad about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'calorie', 'deficit', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",0,0
806,I positive my bodyweight exercises session today!,"['i', 'positive', 'my', 'bodyweight', 'exercises', 'session', 'today', '!']",0,0
807,Today was the poor day for my hydration. I feel so horrible about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'hydration', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,1
808,Today was the poor day for my food pyramid. I feel so disappointing about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'food', 'pyramid', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",0,0
809,I positive my aerobics session today!,"['i', 'positive', 'my', 'aerobics', 'session', 'today', '!']",1,0
810,Today was the hate day for my fitness journey. I feel so disappointing about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'fitness', 'journey', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",1,0
811,Today was the hate day for my whole foods. I feel so negative about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'whole', 'foods', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",0,0
812,Today was the horrible day for my health. I feel so negative about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'health', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",1,0
813,I love my running session today!,"['i', 'love', 'my', 'running', 'session', 'today', '!']",1,0
814,I happy my flexibility session today! It really made a difference in my strength!,"['i', 'happy', 'my', 'flexibility', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'strength', '!']",2,0
815,I great my cycling session today! It really made a difference in my plank!,"['i', 'great', 'my', 'cycling', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'plank', '!']",2,0
816,I love my fitness session today!,"['i', 'love', 'my', 'fitness', 'session', 'today', '!']",1,0
817,I great my carbohydrates session today!,"['i', 'great', 'my', 'carbohydrates', 'session', 'today', '!']",0,1
818,Today was the sad day for my calorie surplus. I feel so worst about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'calorie', 'surplus', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",0,0
819,I fantastic my healthy snacks session today! It really made a difference in my training!,"['i', 'fantastic', 'my', 'healthy', 'snacks', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'training', '!']",1,0
820,Today was the sad day for my nutrition labels. I feel so sad about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'nutrition', 'labels', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",0,1
821,Today was the poor day for my exercise. I feel so horrible about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'exercise', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",1,0
822,I amazing my water intake session today!,"['i', 'amazing', 'my', 'water', 'intake', 'session', 'today', '!']",0,0
823,Today was the bad day for my intermittent fasting. I feel so hate about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'intermittent', 'fasting', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",0,0
824,I excellent my recovery session today! It really made a difference in my training!,"['i', 'excellent', 'my', 'recovery', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'training', '!']",2,0
825,Today was the negative day for my training. I feel so disappointing about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'training', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",1,0
826,I love my stretching session today! It really made a difference in my healthy lifestyle!,"['i', 'love', 'my', 'stretching', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'healthy', 'lifestyle', '!']",1,0
827,Today was the hate day for my keto. I feel so negative about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'keto', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",0,1
828,I happy my performance session today! It really made a difference in my yoga!,"['i', 'happy', 'my', 'performance', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'yoga', '!']",2,0
829,Today was the hate day for my balanced diet. I feel so horrible about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'balanced', 'diet', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,1
830,Today was the poor day for my weightlifting. I feel so horrible about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'weightlifting', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",1,0
831,I amazing my core session today! It really made a difference in my cycling!,"['i', 'amazing', 'my', 'core', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'cycling', '!']",2,0
832,Today was the worst day for my vitamins. I feel so worst about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'vitamins', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",0,1
833,I excellent my nutrition session today! It really made a difference in my bodybuilding!,"['i', 'excellent', 'my', 'nutrition', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'bodybuilding', '!']",1,1
834,I fantastic my bodybuilding session today!,"['i', 'fantastic', 'my', 'bodybuilding', 'session', 'today', '!']",1,0
835,Today was the disappointing day for my dietary restrictions. I feel so worst about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'dietary', 'restrictions', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",0,0
836,Today was the poor day for my high-protein. I feel so negative about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'high-protein', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",0,1
837,I positive my meal plan session today! It really made a difference in my active lifestyle!,"['i', 'positive', 'my', 'meal', 'plan', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'active', 'lifestyle', '!']",0,0
838,I happy my calorie deficit session today! It really made a difference in my pilates!,"['i', 'happy', 'my', 'calorie', 'deficit', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'pilates', '!']",1,0
839,I positive my bodybuilding session today! It really made a difference in my push-up!,"['i', 'positive', 'my', 'bodybuilding', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'push-up', '!']",2,0
840,I positive my carbohydrates session today!,"['i', 'positive', 'my', 'carbohydrates', 'session', 'today', '!']",0,1
841,I positive my vegetarian session today! It really made a difference in my deadlift!,"['i', 'positive', 'my', 'vegetarian', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'deadlift', '!']",1,1
842,Today was the negative day for my vitamins. I feel so horrible about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'vitamins', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,1
843,Today was the poor day for my performance. I feel so sad about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'performance', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",1,0
844,I fantastic my bodybuilding session today! It really made a difference in my burpees!,"['i', 'fantastic', 'my', 'bodybuilding', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'burpees', '!']",2,0
845,Today was the worst day for my squat. I feel so negative about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'squat', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",1,0
846,Today was the worst day for my minerals. I feel so sad about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'minerals', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",0,1
847,Today was the horrible day for my gluten-free. I feel so poor about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'gluten-free', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,1
848,Today was the worst day for my muscle gain. I feel so worst about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'muscle', 'gain', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",1,0
849,Today was the hate day for my minerals. I feel so worst about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'minerals', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",0,1
850,Today was the bad day for my aerobics. I feel so worst about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'aerobics', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",1,0
851,Today was the poor day for my fiber. I feel so horrible about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'fiber', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,1
852,Today was the hate day for my superfoods. I feel so horrible about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'superfoods', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,1
853,Today was the hate day for my fit. I feel so disappointing about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'fit', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",1,0
854,Today was the sad day for my dietary restrictions. I feel so disappointing about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'dietary', 'restrictions', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",0,0
855,I excellent my low-sodium session today!,"['i', 'excellent', 'my', 'low-sodium', 'session', 'today', '!']",0,1
856,I love my fiber session today!,"['i', 'love', 'my', 'fiber', 'session', 'today', '!']",0,1
857,Today was the bad day for my processed foods. I feel so poor about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'processed', 'foods', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,0
858,I positive my pilates session today! It really made a difference in my fitness goals!,"['i', 'positive', 'my', 'pilates', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'fitness', 'goals', '!']",2,0
859,Today was the negative day for my pilates. I feel so disappointing about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'pilates', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",1,0
860,Today was the negative day for my vegan. I feel so poor about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'vegan', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,1
861,I love my weightlifting session today!,"['i', 'love', 'my', 'weightlifting', 'session', 'today', '!']",1,0
862,Today was the bad day for my gym. I feel so hate about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'gym', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",1,0
863,I excellent my nutrition labels session today! It really made a difference in my flexibility!,"['i', 'excellent', 'my', 'nutrition', 'labels', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'flexibility', '!']",1,1
864,I positive my organic session today! It really made a difference in my active lifestyle!,"['i', 'positive', 'my', 'organic', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'active', 'lifestyle', '!']",0,1
865,I positive my weight loss session today! It really made a difference in my muscle!,"['i', 'positive', 'my', 'weight', 'loss', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'muscle', '!']",1,0
866,Today was the horrible day for my fiber. I feel so disappointing about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'fiber', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",0,1
867,Today was the disappointing day for my exercise. I feel so disappointing about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'exercise', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",1,0
868,Today was the hate day for my healthy lifestyle. I feel so horrible about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'healthy', 'lifestyle', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,0
869,Today was the sad day for my weight loss. I feel so horrible about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'weight', 'loss', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,0
870,I amazing my push-up session today!,"['i', 'amazing', 'my', 'push-up', 'session', 'today', '!']",1,0
871,Today was the hate day for my stretching. I feel so worst about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'stretching', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",1,0
872,Today was the negative day for my sugar-free. I feel so worst about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'sugar-free', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",0,1
873,I happy my fit session today! It really made a difference in my wellness!,"['i', 'happy', 'my', 'fit', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'wellness', '!']",2,0
874,Today was the horrible day for my hydration. I feel so poor about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'hydration', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,1
875,Today was the poor day for my vegan. I feel so hate about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'vegan', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",0,1
876,Today was the negative day for my hydration. I feel so poor about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'hydration', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,1
877,I love my micronutrients session today! It really made a difference in my motivation!,"['i', 'love', 'my', 'micronutrients', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'motivation', '!']",1,1
878,Today was the disappointing day for my processed foods. I feel so horrible about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'processed', 'foods', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,0
879,Today was the hate day for my portion sizes. I feel so sad about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'portion', 'sizes', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",0,0
880,Today was the poor day for my micronutrients. I feel so hate about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'micronutrients', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",0,1
881,I amazing my portion sizes session today!,"['i', 'amazing', 'my', 'portion', 'sizes', 'session', 'today', '!']",0,0
882,I happy my vegan session today! It really made a difference in my cardio!,"['i', 'happy', 'my', 'vegan', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'cardio', '!']",1,1
883,I amazing my calories session today! It really made a difference in my stamina!,"['i', 'amazing', 'my', 'calories', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'stamina', '!']",1,1
884,Today was the negative day for my sugar-free. I feel so sad about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'sugar-free', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",0,1
885,Today was the poor day for my nutrition labels. I feel so poor about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'nutrition', 'labels', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,1
886,I excellent my low-fat session today! It really made a difference in my squat!,"['i', 'excellent', 'my', 'low-fat', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'squat', '!']",1,1
887,I positive my stamina session today! It really made a difference in my muscle!,"['i', 'positive', 'my', 'stamina', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'muscle', '!']",2,0
888,I love my active lifestyle session today!,"['i', 'love', 'my', 'active', 'lifestyle', 'session', 'today', '!']",0,0
889,I love my keto session today! It really made a difference in my personal trainer!,"['i', 'love', 'my', 'keto', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'personal', 'trainer', '!']",0,1
890,I great my minerals session today! It really made a difference in my cardio!,"['i', 'great', 'my', 'minerals', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'cardio', '!']",1,1
891,Today was the negative day for my core. I feel so poor about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'core', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",1,0
892,I happy my low-carb session today!,"['i', 'happy', 'my', 'low-carb', 'session', 'today', '!']",0,1
893,I great my weight loss session today! It really made a difference in my plank!,"['i', 'great', 'my', 'weight', 'loss', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'plank', '!']",1,0
894,Today was the poor day for my resistance training. I feel so sad about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'resistance', 'training', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",1,0
895,Today was the poor day for my weight loss. I feel so horrible about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'weight', 'loss', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,0
896,I amazing my wellness session today!,"['i', 'amazing', 'my', 'wellness', 'session', 'today', '!']",1,0
897,I amazing my fit session today!,"['i', 'amazing', 'my', 'fit', 'session', 'today', '!']",1,0
898,I positive my weight loss session today!,"['i', 'positive', 'my', 'weight', 'loss', 'session', 'today', '!']",0,0
899,Today was the hate day for my balanced diet. I feel so worst about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'balanced', 'diet', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",0,1
900,Today was the bad day for my motivation. I feel so hate about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'motivation', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",1,0
901,Today was the negative day for my motivation. I feel so disappointing about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'motivation', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",1,0
902,Today was the hate day for my personal trainer. I feel so poor about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'personal', 'trainer', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,0
903,I fantastic my yoga session today!,"['i', 'fantastic', 'my', 'yoga', 'session', 'today', '!']",1,0
904,I excellent my health session today!,"['i', 'excellent', 'my', 'health', 'session', 'today', '!']",1,0
905,I excellent my gluten-free session today!,"['i', 'excellent', 'my', 'gluten-free', 'session', 'today', '!']",0,1
906,Today was the horrible day for my portion sizes. I feel so horrible about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'portion', 'sizes', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,0
907,I happy my diet session today!,"['i', 'happy', 'my', 'diet', 'session', 'today', '!']",0,1
908,Today was the sad day for my pilates. I feel so sad about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'pilates', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",1,0
909,I amazing my healthy snacks session today! It really made a difference in my powerlifting!,"['i', 'amazing', 'my', 'healthy', 'snacks', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'powerlifting', '!']",1,0
